# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2019-07-24 15:29:54 EDT       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 05543830 FOX RIVER AT WAUKESHA, WI
# -----------------------------------------------------------------------------------
#
# Data provided for site 05543830
#            TS   parameter     statistic     Description
#        155309       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	155309_00060_00003	155309_00060_00003_cd
USGS	05543830	1972-12-10	50.0	A
USGS	05543830	1972-12-11	49.0	A
USGS	05543830	1972-12-12	48.0	A
USGS	05543830	1972-12-13	47.0	A
USGS	05543830	1972-12-14	46.0	A
USGS	05543830	1972-12-15	46.0	A
USGS	05543830	1972-12-16	45.0	A
USGS	05543830	1972-12-17	43.0	A
USGS	05543830	1972-12-18	46.0	A
USGS	05543830	1972-12-19	54.0	A
USGS	05543830	1972-12-20	60.0	A
USGS	05543830	1972-12-21	67.0	A
USGS	05543830	1972-12-22	71.0	A
USGS	05543830	1972-12-23	70.0	A
USGS	05543830	1972-12-24	69.0	A
USGS	05543830	1972-12-25	69.0	A
USGS	05543830	1972-12-26	70.0	A
USGS	05543830	1972-12-27	67.0	A
USGS	05543830	1972-12-28	70.0	A
USGS	05543830	1972-12-29	79.0	A
USGS	05543830	1972-12-30	260	A
USGS	05543830	1972-12-31	471	A
USGS	05543830	1973-01-01	480	A
USGS	05543830	1973-01-02	448	A
USGS	05543830	1973-01-03	357	A
USGS	05543830	1973-01-04	323	A
USGS	05543830	1973-01-05	265	A
USGS	05543830	1973-01-06	240	A
USGS	05543830	1973-01-07	180	A
USGS	05543830	1973-01-08	150	A
USGS	05543830	1973-01-09	120	A
USGS	05543830	1973-01-10	110	A
USGS	05543830	1973-01-11	96.0	A
USGS	05543830	1973-01-12	86.0	A
USGS	05543830	1973-01-13	78.0	A
USGS	05543830	1973-01-14	70.0	A
USGS	05543830	1973-01-15	66.0	A
USGS	05543830	1973-01-16	92.0	A
USGS	05543830	1973-01-17	109	A
USGS	05543830	1973-01-18	203	A
USGS	05543830	1973-01-19	295	A
USGS	05543830	1973-01-20	241	A
USGS	05543830	1973-01-21	221	A
USGS	05543830	1973-01-22	229	A
USGS	05543830	1973-01-23	248	A
USGS	05543830	1973-01-24	218	A
USGS	05543830	1973-01-25	190	A
USGS	05543830	1973-01-26	167	A
USGS	05543830	1973-01-27	150	A
USGS	05543830	1973-01-28	130	A
USGS	05543830	1973-01-29	100	A
USGS	05543830	1973-01-30	90.0	A
USGS	05543830	1973-01-31	80.0	A
USGS	05543830	1973-02-01	100	A
USGS	05543830	1973-02-02	235	A
USGS	05543830	1973-02-03	304	A
USGS	05543830	1973-02-04	291	A
USGS	05543830	1973-02-05	288	A
USGS	05543830	1973-02-06	236	A
USGS	05543830	1973-02-07	198	A
USGS	05543830	1973-02-08	150	A
USGS	05543830	1973-02-09	120	A
USGS	05543830	1973-02-10	100	A
USGS	05543830	1973-02-11	92.0	A
USGS	05543830	1973-02-12	100	A
USGS	05543830	1973-02-13	107	A
USGS	05543830	1973-02-14	100	A
USGS	05543830	1973-02-15	88.0	A
USGS	05543830	1973-02-16	58.0	A
USGS	05543830	1973-02-17	52.0	A
USGS	05543830	1973-02-18	52.0	A
USGS	05543830	1973-02-19	52.0	A
USGS	05543830	1973-02-20	54.0	A
USGS	05543830	1973-02-21	52.0	A
USGS	05543830	1973-02-22	52.0	A
USGS	05543830	1973-02-23	50.0	A
USGS	05543830	1973-02-24	50.0	A
USGS	05543830	1973-02-25	49.0	A
USGS	05543830	1973-02-26	49.0	A
USGS	05543830	1973-02-27	50.0	A
USGS	05543830	1973-02-28	54.0	A
USGS	05543830	1973-03-01	95.0	A
USGS	05543830	1973-03-02	140	A
USGS	05543830	1973-03-03	264	A
USGS	05543830	1973-03-04	310	A
USGS	05543830	1973-03-05	327	A
USGS	05543830	1973-03-06	307	A
USGS	05543830	1973-03-07	320	A
USGS	05543830	1973-03-08	330	A
USGS	05543830	1973-03-09	305	A
USGS	05543830	1973-03-10	283	A
USGS	05543830	1973-03-11	274	A
USGS	05543830	1973-03-12	276	A
USGS	05543830	1973-03-13	262	A
USGS	05543830	1973-03-14	355	A
USGS	05543830	1973-03-15	411	A
USGS	05543830	1973-03-16	400	A
USGS	05543830	1973-03-17	352	A
USGS	05543830	1973-03-18	305	A
USGS	05543830	1973-03-19	262	A
USGS	05543830	1973-03-20	222	A
USGS	05543830	1973-03-21	205	A
USGS	05543830	1973-03-22	184	A
USGS	05543830	1973-03-23	138	A
USGS	05543830	1973-03-24	156	A
USGS	05543830	1973-03-25	144	A
USGS	05543830	1973-03-26	137	A
USGS	05543830	1973-03-27	135	A
USGS	05543830	1973-03-28	133	A
USGS	05543830	1973-03-29	133	A
USGS	05543830	1973-03-30	137	A
USGS	05543830	1973-03-31	140	A
USGS	05543830	1973-04-01	166	A
USGS	05543830	1973-04-02	193	A
USGS	05543830	1973-04-03	195	A
USGS	05543830	1973-04-04	209	A
USGS	05543830	1973-04-05	228	A
USGS	05543830	1973-04-06	211	A
USGS	05543830	1973-04-07	186	A
USGS	05543830	1973-04-08	172	A
USGS	05543830	1973-04-09	158	A
USGS	05543830	1973-04-10	126	A
USGS	05543830	1973-04-11	182	A
USGS	05543830	1973-04-12	180	A
USGS	05543830	1973-04-13	214	A
USGS	05543830	1973-04-14	303	A
USGS	05543830	1973-04-15	529	A
USGS	05543830	1973-04-16	768	A
USGS	05543830	1973-04-17	828	A
USGS	05543830	1973-04-18	642	A
USGS	05543830	1973-04-19	467	A
USGS	05543830	1973-04-20	360	A
USGS	05543830	1973-04-21	1490	A
USGS	05543830	1973-04-22	2160	A
USGS	05543830	1973-04-23	1800	A
USGS	05543830	1973-04-24	990	A
USGS	05543830	1973-04-25	522	A
USGS	05543830	1973-04-26	359	A
USGS	05543830	1973-04-27	275	A
USGS	05543830	1973-04-28	249	A
USGS	05543830	1973-04-29	237	A
USGS	05543830	1973-04-30	267	A
USGS	05543830	1973-05-01	374	A
USGS	05543830	1973-05-02	472	A
USGS	05543830	1973-05-03	489	A
USGS	05543830	1973-05-04	393	A
USGS	05543830	1973-05-05	304	A
USGS	05543830	1973-05-06	262	A
USGS	05543830	1973-05-07	259	A
USGS	05543830	1973-05-08	307	A
USGS	05543830	1973-05-09	332	A
USGS	05543830	1973-05-10	301	A
USGS	05543830	1973-05-11	267	A
USGS	05543830	1973-05-12	239	A
USGS	05543830	1973-05-13	222	A
USGS	05543830	1973-05-14	229	A
USGS	05543830	1973-05-15	222	A
USGS	05543830	1973-05-16	205	A
USGS	05543830	1973-05-17	187	A
USGS	05543830	1973-05-18	144	A
USGS	05543830	1973-05-19	167	A
USGS	05543830	1973-05-20	174	A
USGS	05543830	1973-05-21	165	A
USGS	05543830	1973-05-22	174	A
USGS	05543830	1973-05-23	189	A
USGS	05543830	1973-05-24	199	A
USGS	05543830	1973-05-25	269	A
USGS	05543830	1973-05-26	282	A
USGS	05543830	1973-05-27	309	A
USGS	05543830	1973-05-28	584	A
USGS	05543830	1973-05-29	632	A
USGS	05543830	1973-05-30	489	A
USGS	05543830	1973-05-31	359	A
USGS	05543830	1973-06-01	275	A
USGS	05543830	1973-06-02	239	A
USGS	05543830	1973-06-03	210	A
USGS	05543830	1973-06-04	167	A
USGS	05543830	1973-06-05	176	A
USGS	05543830	1973-06-06	172	A
USGS	05543830	1973-06-07	157	A
USGS	05543830	1973-06-08	138	A
USGS	05543830	1973-06-09	129	A
USGS	05543830	1973-06-10	116	A
USGS	05543830	1973-06-11	104	A
USGS	05543830	1973-06-12	100	A
USGS	05543830	1973-06-13	93.0	A
USGS	05543830	1973-06-14	88.0	A
USGS	05543830	1973-06-15	99.0	A
USGS	05543830	1973-06-16	172	A
USGS	05543830	1973-06-17	277	A
USGS	05543830	1973-06-18	280	A
USGS	05543830	1973-06-19	232	A
USGS	05543830	1973-06-20	203	A
USGS	05543830	1973-06-21	178	A
USGS	05543830	1973-06-22	152	A
USGS	05543830	1973-06-23	138	A
USGS	05543830	1973-06-24	121	A
USGS	05543830	1973-06-25	114	A
USGS	05543830	1973-06-26	107	A
USGS	05543830	1973-06-27	104	A
USGS	05543830	1973-06-28	93.0	A
USGS	05543830	1973-06-29	92.0	A
USGS	05543830	1973-06-30	85.0	A
USGS	05543830	1973-07-01	79.0	A
USGS	05543830	1973-07-02	74.0	A
USGS	05543830	1973-07-03	82.0	A
USGS	05543830	1973-07-04	80.0	A
USGS	05543830	1973-07-05	80.0	A
USGS	05543830	1973-07-06	74.0	A
USGS	05543830	1973-07-07	68.0	A
USGS	05543830	1973-07-08	63.0	A
USGS	05543830	1973-07-09	59.0	A
USGS	05543830	1973-07-10	57.0	A
USGS	05543830	1973-07-11	40.0	A
USGS	05543830	1973-07-12	52.0	A
USGS	05543830	1973-07-13	58.0	A
USGS	05543830	1973-07-14	52.0	A
USGS	05543830	1973-07-15	50.0	A
USGS	05543830	1973-07-16	48.0	A
USGS	05543830	1973-07-17	45.0	A
USGS	05543830	1973-07-18	33.0	A
USGS	05543830	1973-07-19	37.0	A
USGS	05543830	1973-07-20	35.0	A
USGS	05543830	1973-07-21	39.0	A
USGS	05543830	1973-07-22	34.0	A
USGS	05543830	1973-07-23	33.0	A
USGS	05543830	1973-07-24	34.0	A
USGS	05543830	1973-07-25	32.0	A
USGS	05543830	1973-07-26	53.0	A
USGS	05543830	1973-07-27	48.0	A
USGS	05543830	1973-07-28	42.0	A
USGS	05543830	1973-07-29	33.0	A
USGS	05543830	1973-07-30	37.0	A
USGS	05543830	1973-07-31	33.0	A
USGS	05543830	1973-08-01	31.0	A
USGS	05543830	1973-08-02	32.0	A
USGS	05543830	1973-08-03	30.0	A
USGS	05543830	1973-08-04	28.0	A
USGS	05543830	1973-08-05	27.0	A
USGS	05543830	1973-08-06	27.0	A
USGS	05543830	1973-08-07	27.0	A
USGS	05543830	1973-08-08	28.0	A
USGS	05543830	1973-08-09	32.0	A
USGS	05543830	1973-08-10	33.0	A
USGS	05543830	1973-08-11	33.0	A
USGS	05543830	1973-08-12	29.0	A
USGS	05543830	1973-08-13	28.0	A
USGS	05543830	1973-08-14	24.0	A
USGS	05543830	1973-08-15	28.0	A
USGS	05543830	1973-08-16	25.0	A
USGS	05543830	1973-08-17	22.0	A
USGS	05543830	1973-08-18	13.0	A
USGS	05543830	1973-08-19	22.0	A
USGS	05543830	1973-08-20	26.0	A
USGS	05543830	1973-08-21	21.0	A
USGS	05543830	1973-08-22	23.0	A
USGS	05543830	1973-08-23	31.0	A
USGS	05543830	1973-08-24	29.0	A
USGS	05543830	1973-08-25	27.0	A
USGS	05543830	1973-08-26	25.0	A
USGS	05543830	1973-08-27	25.0	A
USGS	05543830	1973-08-28	23.0	A
USGS	05543830	1973-08-29	23.0	A
USGS	05543830	1973-08-30	21.0	A
USGS	05543830	1973-08-31	22.0	A
USGS	05543830	1973-09-01	19.0	A
USGS	05543830	1973-09-02	19.0	A
USGS	05543830	1973-09-03	21.0	A
USGS	05543830	1973-09-04	64.0	A
USGS	05543830	1973-09-05	61.0	A
USGS	05543830	1973-09-06	51.0	A
USGS	05543830	1973-09-07	48.0	A
USGS	05543830	1973-09-08	27.0	A
USGS	05543830	1973-09-09	22.0	A
USGS	05543830	1973-09-10	24.0	A
USGS	05543830	1973-09-11	23.0	A
USGS	05543830	1973-09-12	20.0	A
USGS	05543830	1973-09-13	19.0	A
USGS	05543830	1973-09-14	19.0	A
USGS	05543830	1973-09-15	12.0	A
USGS	05543830	1973-09-16	5.70	A
USGS	05543830	1973-09-17	29.0	A
USGS	05543830	1973-09-18	67.0	A
USGS	05543830	1973-09-19	47.0	A
USGS	05543830	1973-09-20	27.0	A
USGS	05543830	1973-09-21	26.0	A
USGS	05543830	1973-09-22	26.0	A
USGS	05543830	1973-09-23	26.0	A
USGS	05543830	1973-09-24	27.0	A
USGS	05543830	1973-09-25	45.0	A
USGS	05543830	1973-09-26	76.0	A
USGS	05543830	1973-09-27	57.0	A
USGS	05543830	1973-09-28	71.0	A
USGS	05543830	1973-09-29	109	A
USGS	05543830	1973-09-30	104	A
USGS	05543830	1973-10-01	74.0	A
USGS	05543830	1973-10-02	73.0	A
USGS	05543830	1973-10-03	76.0	A
USGS	05543830	1973-10-04	68.0	A
USGS	05543830	1973-10-05	67.0	A
USGS	05543830	1973-10-06	53.0	A
USGS	05543830	1973-10-07	43.0	A
USGS	05543830	1973-10-08	42.0	A
USGS	05543830	1973-10-09	40.0	A
USGS	05543830	1973-10-10	58.0	A
USGS	05543830	1973-10-11	80.0	A
USGS	05543830	1973-10-12	87.0	A
USGS	05543830	1973-10-13	77.0	A
USGS	05543830	1973-10-14	64.0	A
USGS	05543830	1973-10-15	55.0	A
USGS	05543830	1973-10-16	49.0	A
USGS	05543830	1973-10-17	49.0	A
USGS	05543830	1973-10-18	47.0	A
USGS	05543830	1973-10-19	47.0	A
USGS	05543830	1973-10-20	43.0	A
USGS	05543830	1973-10-21	39.0	A
USGS	05543830	1973-10-22	41.0	A
USGS	05543830	1973-10-23	41.0	A
USGS	05543830	1973-10-24	39.0	A
USGS	05543830	1973-10-25	40.0	A
USGS	05543830	1973-10-26	39.0	A
USGS	05543830	1973-10-27	46.0	A
USGS	05543830	1973-10-28	66.0	A
USGS	05543830	1973-10-29	121	A
USGS	05543830	1973-10-30	142	A
USGS	05543830	1973-10-31	135	A
USGS	05543830	1973-11-01	133	A
USGS	05543830	1973-11-02	129	A
USGS	05543830	1973-11-03	104	A
USGS	05543830	1973-11-04	82.0	A
USGS	05543830	1973-11-05	73.0	A
USGS	05543830	1973-11-06	66.0	A
USGS	05543830	1973-11-07	60.0	A
USGS	05543830	1973-11-08	60.0	A
USGS	05543830	1973-11-09	53.0	A
USGS	05543830	1973-11-10	50.0	A
USGS	05543830	1973-11-11	49.0	A
USGS	05543830	1973-11-12	31.0	A
USGS	05543830	1973-11-13	35.0	A
USGS	05543830	1973-11-14	51.0	A
USGS	05543830	1973-11-15	80.0	A
USGS	05543830	1973-11-16	99.0	A
USGS	05543830	1973-11-17	73.0	A
USGS	05543830	1973-11-18	59.0	A
USGS	05543830	1973-11-19	57.0	A
USGS	05543830	1973-11-20	70.0	A
USGS	05543830	1973-11-21	80.0	A
USGS	05543830	1973-11-22	82.0	A
USGS	05543830	1973-11-23	71.0	A
USGS	05543830	1973-11-24	123	A
USGS	05543830	1973-11-25	163	A
USGS	05543830	1973-11-26	127	A
USGS	05543830	1973-11-27	109	A
USGS	05543830	1973-11-28	112	A
USGS	05543830	1973-11-29	109	A
USGS	05543830	1973-11-30	95.0	A
USGS	05543830	1973-12-01	77.0	A
USGS	05543830	1973-12-02	68.0	A
USGS	05543830	1973-12-03	73.0	A
USGS	05543830	1973-12-04	131	A
USGS	05543830	1973-12-05	267	A
USGS	05543830	1973-12-06	301	A
USGS	05543830	1973-12-07	259	A
USGS	05543830	1973-12-08	203	A
USGS	05543830	1973-12-09	157	A
USGS	05543830	1973-12-10	127	A
USGS	05543830	1973-12-11	102	A
USGS	05543830	1973-12-12	78.0	A
USGS	05543830	1973-12-13	49.0	A
USGS	05543830	1973-12-14	54.0	A
USGS	05543830	1973-12-15	60.0	A
USGS	05543830	1973-12-16	56.0	A
USGS	05543830	1973-12-17	62.0	A
USGS	05543830	1973-12-18	66.0	A
USGS	05543830	1973-12-19	62.0	A
USGS	05543830	1973-12-20	60.0	A
USGS	05543830	1973-12-21	58.0	A
USGS	05543830	1973-12-22	58.0	A
USGS	05543830	1973-12-23	58.0	A
USGS	05543830	1973-12-24	70.0	A
USGS	05543830	1973-12-25	152	A
USGS	05543830	1973-12-26	290	A
USGS	05543830	1973-12-27	315	A
USGS	05543830	1973-12-28	299	A
USGS	05543830	1973-12-29	250	A
USGS	05543830	1973-12-30	180	A
USGS	05543830	1973-12-31	140	A
USGS	05543830	1974-01-01	110	A
USGS	05543830	1974-01-02	82.0	A
USGS	05543830	1974-01-03	70.0	A
USGS	05543830	1974-01-04	64.0	A
USGS	05543830	1974-01-05	60.0	A
USGS	05543830	1974-01-06	58.0	A
USGS	05543830	1974-01-07	56.0	A
USGS	05543830	1974-01-08	54.0	A
USGS	05543830	1974-01-09	52.0	A
USGS	05543830	1974-01-10	50.0	A
USGS	05543830	1974-01-11	50.0	A
USGS	05543830	1974-01-12	50.0	A
USGS	05543830	1974-01-13	50.0	A
USGS	05543830	1974-01-14	52.0	A
USGS	05543830	1974-01-15	54.0	A
USGS	05543830	1974-01-16	58.0	A
USGS	05543830	1974-01-17	62.0	A
USGS	05543830	1974-01-18	66.0	A
USGS	05543830	1974-01-19	68.0	A
USGS	05543830	1974-01-20	167	A
USGS	05543830	1974-01-21	280	A
USGS	05543830	1974-01-22	299	A
USGS	05543830	1974-01-23	232	A
USGS	05543830	1974-01-24	174	A
USGS	05543830	1974-01-25	135	A
USGS	05543830	1974-01-26	185	A
USGS	05543830	1974-01-27	362	A
USGS	05543830	1974-01-28	408	A
USGS	05543830	1974-01-29	424	A
USGS	05543830	1974-01-30	324	A
USGS	05543830	1974-01-31	250	A
USGS	05543830	1974-02-01	180	A
USGS	05543830	1974-02-02	160	A
USGS	05543830	1974-02-03	130	A
USGS	05543830	1974-02-04	110	A
USGS	05543830	1974-02-05	90.0	A
USGS	05543830	1974-02-06	80.0	A
USGS	05543830	1974-02-07	82.0	A
USGS	05543830	1974-02-08	78.0	A
USGS	05543830	1974-02-09	76.0	A
USGS	05543830	1974-02-10	76.0	A
USGS	05543830	1974-02-11	82.0	A
USGS	05543830	1974-02-12	80.0	A
USGS	05543830	1974-02-13	78.0	A
USGS	05543830	1974-02-14	77.0	A
USGS	05543830	1974-02-15	76.0	A
USGS	05543830	1974-02-16	74.0	A
USGS	05543830	1974-02-17	66.0	A
USGS	05543830	1974-02-18	84.0	A
USGS	05543830	1974-02-19	88.0	A
USGS	05543830	1974-02-20	93.0	A
USGS	05543830	1974-02-21	107	A
USGS	05543830	1974-02-22	105	A
USGS	05543830	1974-02-23	112	A
USGS	05543830	1974-02-24	123	A
USGS	05543830	1974-02-25	111	A
USGS	05543830	1974-02-26	99.0	A
USGS	05543830	1974-02-27	97.0	A
USGS	05543830	1974-02-28	107	A
USGS	05543830	1974-03-01	140	A
USGS	05543830	1974-03-02	174	A
USGS	05543830	1974-03-03	660	A
USGS	05543830	1974-03-04	1420	A
USGS	05543830	1974-03-05	1440	A
USGS	05543830	1974-03-06	1110	A
USGS	05543830	1974-03-07	772	A
USGS	05543830	1974-03-08	592	A
USGS	05543830	1974-03-09	632	A
USGS	05543830	1974-03-10	632	A
USGS	05543830	1974-03-11	538	A
USGS	05543830	1974-03-12	451	A
USGS	05543830	1974-03-13	378	A
USGS	05543830	1974-03-14	326	A
USGS	05543830	1974-03-15	297	A
USGS	05543830	1974-03-16	294	A
USGS	05543830	1974-03-17	320	A
USGS	05543830	1974-03-18	302	A
USGS	05543830	1974-03-19	305	A
USGS	05543830	1974-03-20	276	A
USGS	05543830	1974-03-21	251	A
USGS	05543830	1974-03-22	227	A
USGS	05543830	1974-03-23	199	A
USGS	05543830	1974-03-24	189	A
USGS	05543830	1974-03-25	181	A
USGS	05543830	1974-03-26	179	A
USGS	05543830	1974-03-27	176	A
USGS	05543830	1974-03-28	214	A
USGS	05543830	1974-03-29	302	A
USGS	05543830	1974-03-30	411	A
USGS	05543830	1974-03-31	592	A
USGS	05543830	1974-04-01	569	A
USGS	05543830	1974-04-02	461	A
USGS	05543830	1974-04-03	375	A
USGS	05543830	1974-04-04	338	A
USGS	05543830	1974-04-05	335	A
USGS	05543830	1974-04-06	299	A
USGS	05543830	1974-04-07	276	A
USGS	05543830	1974-04-08	241	A
USGS	05543830	1974-04-09	217	A
USGS	05543830	1974-04-10	199	A
USGS	05543830	1974-04-11	174	A
USGS	05543830	1974-04-12	199	A
USGS	05543830	1974-04-13	191	A
USGS	05543830	1974-04-14	482	A
USGS	05543830	1974-04-15	874	A
USGS	05543830	1974-04-16	796	A
USGS	05543830	1974-04-17	553	A
USGS	05543830	1974-04-18	414	A
USGS	05543830	1974-04-19	375	A
USGS	05543830	1974-04-20	341	A
USGS	05543830	1974-04-21	305	A
USGS	05543830	1974-04-22	251	A
USGS	05543830	1974-04-23	241	A
USGS	05543830	1974-04-24	209	A
USGS	05543830	1974-04-25	189	A
USGS	05543830	1974-04-26	184	A
USGS	05543830	1974-04-27	169	A
USGS	05543830	1974-04-28	165	A
USGS	05543830	1974-04-29	209	A
USGS	05543830	1974-04-30	199	A
USGS	05543830	1974-05-01	169	A
USGS	05543830	1974-05-02	189	A
USGS	05543830	1974-05-03	128	A
USGS	05543830	1974-05-04	134	A
USGS	05543830	1974-05-05	122	A
USGS	05543830	1974-05-06	93.0	A
USGS	05543830	1974-05-07	108	A
USGS	05543830	1974-05-08	136	A
USGS	05543830	1974-05-09	171	A
USGS	05543830	1974-05-10	162	A
USGS	05543830	1974-05-11	238	A
USGS	05543830	1974-05-12	323	A
USGS	05543830	1974-05-13	288	A
USGS	05543830	1974-05-14	262	A
USGS	05543830	1974-05-15	249	A
USGS	05543830	1974-05-16	326	A
USGS	05543830	1974-05-17	454	A
USGS	05543830	1974-05-18	440	A
USGS	05543830	1974-05-19	394	A
USGS	05543830	1974-05-20	347	A
USGS	05543830	1974-05-21	302	A
USGS	05543830	1974-05-22	271	A
USGS	05543830	1974-05-23	238	A
USGS	05543830	1974-05-24	196	A
USGS	05543830	1974-05-25	155	A
USGS	05543830	1974-05-26	130	A
USGS	05543830	1974-05-27	112	A
USGS	05543830	1974-05-28	108	A
USGS	05543830	1974-05-29	108	A
USGS	05543830	1974-05-30	101	A
USGS	05543830	1974-05-31	122	A
USGS	05543830	1974-06-01	118	A
USGS	05543830	1974-06-02	116	A
USGS	05543830	1974-06-03	116	A
USGS	05543830	1974-06-04	128	A
USGS	05543830	1974-06-05	120	A
USGS	05543830	1974-06-06	112	A
USGS	05543830	1974-06-07	112	A
USGS	05543830	1974-06-08	112	A
USGS	05543830	1974-06-09	160	A
USGS	05543830	1974-06-10	224	A
USGS	05543830	1974-06-11	204	A
USGS	05543830	1974-06-12	167	A
USGS	05543830	1974-06-13	125	A
USGS	05543830	1974-06-14	106	A
USGS	05543830	1974-06-15	92.0	A
USGS	05543830	1974-06-16	86.0	A
USGS	05543830	1974-06-17	85.0	A
USGS	05543830	1974-06-18	86.0	A
USGS	05543830	1974-06-19	118	A
USGS	05543830	1974-06-20	138	A
USGS	05543830	1974-06-21	132	A
USGS	05543830	1974-06-22	122	A
USGS	05543830	1974-06-23	104	A
USGS	05543830	1974-06-24	92.0	A
USGS	05543830	1974-06-25	88.0	A
USGS	05543830	1974-06-26	84.0	A
USGS	05543830	1974-06-27	81.0	A
USGS	05543830	1974-06-28	78.0	A
USGS	05543830	1974-06-29	71.0	A
USGS	05543830	1974-06-30	72.0	A
USGS	05543830	1974-07-01	130	A
USGS	05543830	1974-07-02	46.0	A
USGS	05543830	1974-07-03	59.0	A
USGS	05543830	1974-07-04	74.0	A
USGS	05543830	1974-07-05	94.0	A
USGS	05543830	1974-07-06	82.0	A
USGS	05543830	1974-07-07	70.0	A
USGS	05543830	1974-07-08	126	A
USGS	05543830	1974-07-09	43.0	A
USGS	05543830	1974-07-10	68.0	A
USGS	05543830	1974-07-11	83.0	A
USGS	05543830	1974-07-12	79.0	A
USGS	05543830	1974-07-13	65.0	A
USGS	05543830	1974-07-14	57.0	A
USGS	05543830	1974-07-15	55.0	A
USGS	05543830	1974-07-16	53.0	A
USGS	05543830	1974-07-17	50.0	A
USGS	05543830	1974-07-18	49.0	A
USGS	05543830	1974-07-19	49.0	A
USGS	05543830	1974-07-20	47.0	A
USGS	05543830	1974-07-21	47.0	A
USGS	05543830	1974-07-22	49.0	A
USGS	05543830	1974-07-23	46.0	A
USGS	05543830	1974-07-24	48.0	A
USGS	05543830	1974-07-25	63.0	A
USGS	05543830	1974-07-26	62.0	A
USGS	05543830	1974-07-27	58.0	A
USGS	05543830	1974-07-28	42.0	A
USGS	05543830	1974-07-29	38.0	A
USGS	05543830	1974-07-30	38.0	A
USGS	05543830	1974-07-31	39.0	A
USGS	05543830	1974-08-01	34.0	A
USGS	05543830	1974-08-02	36.0	A
USGS	05543830	1974-08-03	34.0	A
USGS	05543830	1974-08-04	33.0	A
USGS	05543830	1974-08-05	33.0	A
USGS	05543830	1974-08-06	31.0	A
USGS	05543830	1974-08-07	29.0	A
USGS	05543830	1974-08-08	30.0	A
USGS	05543830	1974-08-09	29.0	A
USGS	05543830	1974-08-10	30.0	A
USGS	05543830	1974-08-11	43.0	A
USGS	05543830	1974-08-12	43.0	A
USGS	05543830	1974-08-13	36.0	A
USGS	05543830	1974-08-14	32.0	A
USGS	05543830	1974-08-15	30.0	A
USGS	05543830	1974-08-16	68.0	A
USGS	05543830	1974-08-17	61.0	A
USGS	05543830	1974-08-18	51.0	A
USGS	05543830	1974-08-19	40.0	A
USGS	05543830	1974-08-20	34.0	A
USGS	05543830	1974-08-21	31.0	A
USGS	05543830	1974-08-22	34.0	A
USGS	05543830	1974-08-23	35.0	A
USGS	05543830	1974-08-24	33.0	A
USGS	05543830	1974-08-25	29.0	A
USGS	05543830	1974-08-26	29.0	A
USGS	05543830	1974-08-27	36.0	A
USGS	05543830	1974-08-28	37.0	A
USGS	05543830	1974-08-29	50.0	A
USGS	05543830	1974-08-30	48.0	A
USGS	05543830	1974-08-31	15.0	A
USGS	05543830	1974-09-01	33.0	A
USGS	05543830	1974-09-02	30.0	A
USGS	05543830	1974-09-03	28.0	A
USGS	05543830	1974-09-04	29.0	A
USGS	05543830	1974-09-05	27.0	A
USGS	05543830	1974-09-06	27.0	A
USGS	05543830	1974-09-07	26.0	A
USGS	05543830	1974-09-08	25.0	A
USGS	05543830	1974-09-09	26.0	A
USGS	05543830	1974-09-10	24.0	A
USGS	05543830	1974-09-11	24.0	A
USGS	05543830	1974-09-12	28.0	A
USGS	05543830	1974-09-13	27.0	A
USGS	05543830	1974-09-14	25.0	A
USGS	05543830	1974-09-15	23.0	A
USGS	05543830	1974-09-16	23.0	A
USGS	05543830	1974-09-17	22.0	A
USGS	05543830	1974-09-18	21.0	A
USGS	05543830	1974-09-19	64.0	A
USGS	05543830	1974-09-20	29.0	A
USGS	05543830	1974-09-21	13.0	A
USGS	05543830	1974-09-22	9.40	A
USGS	05543830	1974-09-23	9.70	A
USGS	05543830	1974-09-24	18.0	A
USGS	05543830	1974-09-25	23.0	A
USGS	05543830	1974-09-26	21.0	A
USGS	05543830	1974-09-27	22.0	A
USGS	05543830	1974-09-28	38.0	A
USGS	05543830	1974-09-29	42.0	A
USGS	05543830	1974-09-30	34.0	A
USGS	05543830	1974-10-01	29.0	A
USGS	05543830	1974-10-02	26.0	A
USGS	05543830	1974-10-03	27.0	A
USGS	05543830	1974-10-04	26.0	A
USGS	05543830	1974-10-05	25.0	A
USGS	05543830	1974-10-06	58.0	A
USGS	05543830	1974-10-07	55.0	A
USGS	05543830	1974-10-08	38.0	A
USGS	05543830	1974-10-09	32.0	A
USGS	05543830	1974-10-10	31.0	A
USGS	05543830	1974-10-11	31.0	A
