#
#
# US Geological Survey, Water Resources Data
# retrieved: 2019-07-24 14:53:58 EDT      (caww01)
#
# This file contains USGS Surface-Water Daily Statistics
#
# Note:The statistics generated from  this site are based on approved daily-mean data and may not match those published by the USGS in official publications.
# The user is responsible for assessment and use of statistics from this site.
# For more details on why the statistics may not match, visit https://waterdata.usgs.gov/nwis/?dv_statistics_disclaimer.
#
# ** No Incomplete data have been used for statistical calculation
#
# This file includes the following columns:
#
#
# agency_cd  agency code
# site_no    USGS site number
#
#
# Sites in this file include:
# USGS 05543830 FOX RIVER AT WAUKESHA, WI
# 
# Explanation of Parameter Code and ts_id used in the Statistics Data 
# parameter_cd	Parameter Name					ts_id	Location Name
# 00060		Discharge, cubic feet per second		155309	
#
# Data heading explanations.
# begin_yr_dt ... First complete water year of data of daily mean values for this day.
# end_yr_dt   ... Last complete water year of data of daily mean values for this day.
# max_va      ... Maximum of daily mean values for this day.
# min_va      ... Minimum of daily mean values for this day.
# mean_va     ... Mean of daily mean values for this day.
# p05_va      ... 05 percentile of daily mean values for this day.
# p10_va      ... 10 percentile of daily mean values for this day.
# p20_va      ... 20 percentile of daily mean values for this day.
# p25_va      ... 25 percentile of daily mean values for this day.
# p50_va      ... 50 percentile (median) of daily mean values for this day.
# p75_va      ... 75 percentile of daily mean values for this day.
# p80_va      ... 80 percentile of daily mean values for this day.
# p90_va      ... 90 percentile of daily mean values for this day.
# p95_va      ... 95 percentile of daily mean values for this day.
#
#
agency_cd	site_no	parameter_cd	ts_id	month_nu	day_nu	begin_yr	end_yr	count_nu	max_va_yr	max_va	min_va_yr	min_va	mean_va	p05_va	p10_va	p20_va	p25_va	p50_va	p75_va	p80_va	p90_va	p95_va
USGS	05543830	00060	155309	7	27	1963	2018	56	2010	1170	1963	5.40	87	15	18	28	33	50	94	107	167	198
USGS	05543830	00060	155309	7	28	1963	2018	56	2010	900	1963	5.40	77	12	17	27	31	44	89	125	138	185
USGS	05543830	00060	155309	7	29	1963	2018	56	2010	738	1963	6.20	71	12	17	25	28	43	93	97	125	182
USGS	05543830	00060	155309	7	30	1963	2018	56	2010	618	1963	6.20	65	13	16	24	30	41	71	81	113	191
USGS	05543830	00060	155309	7	31	1963	2018	56	2010	606	1963	7.00	62	13	18	25	30	39	70	74	104	167
USGS	05543830	00060	155309	8	1	1963	2018	56	2010	528	1963	6.20	58	15	19	25	29	38	67	76	96	155
USGS	05543830	00060	155309	8	2	1963	2018	56	2010	438	1963	7.80	58	15	18	23	26	36	69	77	115	155
USGS	05543830	00060	155309	8	3	1963	2018	56	2010	380	1985	14.3	60	16	17	23	24	36	68	79	132	158
USGS	05543830	00060	155309	8	4	1963	2018	56	2010	336	1963	10.0	62	14	18	22	24	43	69	75	149	189
USGS	05543830	00060	155309	8	5	1963	2018	56	2010	299	1963	9.50	67	14	16	23	26	42	83	112	167	214
USGS	05543830	00060	155309	8	6	1963	2018	56	2000	370	1963	8.20	70	13	15	23	25	41	86	96	157	265
USGS	05543830	00060	155309	8	7	1963	2018	56	1998	1040	1963	7.40	85	11	14	23	27	46	78	95	205	315
USGS	05543830	00060	155309	8	8	1963	2018	56	1998	1380	1964	10.0	92	12	16	24	27	53	74	91	189	284
USGS	05543830	00060	155309	8	9	1963	2018	56	1998	963	1963	8.20	82	13	17	24	27	51	75	95	170	260
USGS	05543830	00060	155309	8	10	1963	2018	56	1998	632	1963	6.20	73	13	16	25	27	46	78	91	197	260
USGS	05543830	00060	155309	8	11	1963	2018	56	1998	428	1963	6.20	64	13	15	22	26	44	61	68	145	246
USGS	05543830	00060	155309	8	12	1963	2018	56	1998	285	1967	11.0	64	13	17	25	28	44	72	89	152	232
USGS	05543830	00060	155309	8	13	1963	2018	56	2002	477	1963	9.50	67	12	18	24	27	41	75	97	187	220
USGS	05543830	00060	155309	8	14	1963	2018	56	2002	573	1963	7.80	67	11	19	25	26	42	72	86	139	210
USGS	05543830	00060	155309	8	15	1963	2018	56	2002	496	1963	8.20	62	11	19	22	27	39	76	88	124	182
USGS	05543830	00060	155309	8	16	1963	2018	56	2002	296	1984	3.95	62	10	16	23	25	42	78	99	136	193
USGS	05543830	00060	155309	8	17	1963	2018	56	1987	352	1963	9.00	64	12	17	21	28	40	76	90	148	228
USGS	05543830	00060	155309	8	18	1963	2018	56	2000	348	1963	7.00	64	12	16	24	30	45	74	83	154	197
USGS	05543830	00060	155309	8	19	1963	2018	56	1990	600	1963	7.80	78	13	17	24	27	49	75	104	216	264
USGS	05543830	00060	155309	8	20	1963	2018	56	1990	620	1963	7.80	78	10	18	24	27	51	74	95	181	248
USGS	05543830	00060	155309	8	21	1963	2018	56	1990	400	1963	7.40	73	16	18	24	27	46	74	91	174	258
USGS	05543830	00060	155309	8	22	1963	2018	56	2007	382	1963	6.60	74	16	17	24	27	43	91	115	192	255
USGS	05543830	00060	155309	8	23	1963	2018	56	2007	481	1963	6.60	75	14	18	23	26	43	83	115	191	268
USGS	05543830	00060	155309	8	24	1963	2018	56	2007	570	1963	5.80	78	9.4	18	22	28	41	80	119	183	293
USGS	05543830	00060	155309	8	25	1963	2018	56	2007	558	1963	4.80	73	12	17	22	26	40	88	109	177	229
USGS	05543830	00060	155309	8	26	1963	2018	56	2007	524	1963	5.40	74	15	19	24	25	40	96	122	151	249
USGS	05543830	00060	155309	8	27	1963	2018	56	2007	486	1963	6.20	78	12	17	25	28	46	97	107	206	296
USGS	05543830	00060	155309	8	28	1963	2018	56	2018	442	1963	9.50	78	12	16	24	26	47	95	101	177	304
USGS	05543830	00060	155309	8	29	1963	2018	56	2018	570	1963	7.00	78	12	19	22	26	47	86	113	159	276
USGS	05543830	00060	155309	8	30	1963	2018	56	2018	533	1963	6.60	76	12	16	21	24	49	90	106	145	321
USGS	05543830	00060	155309	8	31	1963	2018	56	2018	450	1963	5.40	70	12	16	21	23	40	79	89	167	289
USGS	05543830	00060	155309	9	1	1963	2018	56	2018	403	1963	5.00	67	12	16	19	24	38	78	90	167	255
USGS	05543830	00060	155309	9	2	1963	2018	56	2018	440	1963	6.60	64	12	16	20	24	37	76	97	143	204
USGS	05543830	00060	155309	9	3	1963	2018	56	2018	571	1963	6.60	64	12	16	21	25	39	69	91	141	206
USGS	05543830	00060	155309	9	4	1963	2018	56	2018	624	1963	5.80	62	10	16	23	26	40	64	82	123	148
USGS	05543830	00060	155309	9	5	1963	2018	56	2018	756	1963	5.40	61	11	15	23	27	39	60	74	112	141
USGS	05543830	00060	155309	9	6	1963	2018	56	2018	855	1963	6.20	60	12	15	23	27	38	56	72	100	117
USGS	05543830	00060	155309	9	7	1963	2018	56	2018	782	1963	5.00	61	9.8	16	24	26	40	64	77	104	132
USGS	05543830	00060	155309	9	8	1963	2018	56	2018	618	1963	4.80	64	11	16	25	26	50	83	89	111	164
USGS	05543830	00060	155309	9	9	1963	2018	56	2018	474	1963	5.80	68	9.9	15	23	25	47	81	110	164	185
USGS	05543830	00060	155309	9	10	1963	2018	56	2018	405	1963	5.40	68	9.9	16	23	25	46	91	101	168	210
USGS	05543830	00060	155309	9	11	1963	2018	56	1986	443	1966	8.60	73	11	15	22	24	43	84	111	176	302
USGS	05543830	00060	155309	9	12	1963	2018	56	2000	601	1963	7.80	80	9.4	16	20	24	41	84	101	186	346
USGS	05543830	00060	155309	9	13	1963	2018	56	2000	660	1963	5.80	87	9.9	16	20	26	39	100	117	240	389
USGS	05543830	00060	155309	9	14	1963	2018	56	1986	731	1963	5.00	89	12	16	22	24	39	95	132	210	345
USGS	05543830	00060	155309	9	15	1963	2018	56	1986	670	1963	4.80	86	12	15	21	23	47	100	127	194	309
USGS	05543830	00060	155309	9	16	1963	2018	56	1986	570	1963	5.40	75	9.4	14	19	21	45	89	119	165	244
USGS	05543830	00060	155309	9	17	1963	2018	56	1986	497	1963	5.80	72	9.8	15	21	22	45	98	112	164	233
USGS	05543830	00060	155309	9	18	1963	2018	56	1972	544	1963	5.80	82	8.2	18	21	25	49	96	113	204	286
USGS	05543830	00060	155309	9	19	1963	2018	56	1972	707	1971	6.60	84	8.6	16	24	27	50	98	109	199	283
USGS	05543830	00060	155309	9	20	1963	2018	56	1972	815	1971	4.20	87	9.5	16	22	25	43	100	132	224	261
USGS	05543830	00060	155309	9	21	1963	2018	56	1972	979	1971	4.40	90	9.3	14	20	24	42	94	145	227	268
USGS	05543830	00060	155309	9	22	1963	2018	56	1972	1010	1963	4.80	91	8.8	13	24	25	50	86	138	212	293
USGS	05543830	00060	155309	9	23	1963	2018	56	1972	926	1963	5.40	90	8.2	13	22	26	46	109	139	201	336
USGS	05543830	00060	155309	9	24	1963	2018	56	1972	795	1963	5.80	88	9.2	14	23	25	47	90	106	201	373
USGS	05543830	00060	155309	9	25	1963	2018	56	1972	659	1963	6.60	88	9.6	14	23	25	49	88	115	200	350
USGS	05543830	00060	155309	9	26	1963	2018	56	1986	622	1963	6.60	92	11	15	24	27	54	102	123	233	346
USGS	05543830	00060	155309	9	27	1963	2018	56	1986	718	1963	6.20	88	9.8	15	24	28	47	103	108	190	355
USGS	05543830	00060	155309	9	28	1963	2018	56	1986	703	1966	9.00	86	12	15	24	28	46	92	110	183	315
USGS	05543830	00060	155309	9	29	1963	2018	56	1986	834	1963	7.80	87	10	14	25	29	44	107	126	164	279
USGS	05543830	00060	155309	9	30	1963	2018	56	1986	900	1963	7.40	84	9.4	14	23	26	42	102	119	168	253
USGS	05543830	00060	155309	10	1	1964	2019	56	1987	851	1964	6.20	86	9.2	15	24	28	43	92	98	186	389
USGS	05543830	00060	155309	10	2	1964	2019	56	1987	763	1964	6.60	89	9.1	14	23	25	49	84	113	169	401
USGS	05543830	00060	155309	10	3	1964	2019	56	2019	692	1964	6.20	87	8.5	19	24	26	59	87	103	150	383
USGS	05543830	00060	155309	10	4	1964	2019	56	1987	673	1964	6.20	85	9.2	16	23	25	60	90	99	143	352
USGS	05543830	00060	155309	10	5	1964	2019	56	1987	658	1964	5.40	87	9.3	16	23	25	65	92	125	168	332
USGS	05543830	00060	155309	10	6	1964	2019	56	1987	583	1964	5.40	89	9.0	17	24	27	61	100	118	194	315
USGS	05543830	00060	155309	10	7	1964	2019	56	1987	516	1964	6.60	85	9.4	17	24	26	61	98	111	193	296
USGS	05543830	00060	155309	10	8	1964	2019	56	2019	472	1964	6.20	80	9.7	17	23	27	59	94	114	149	269
USGS	05543830	00060	155309	10	9	1964	2019	56	2019	432	1964	6.20	75	8.8	17	23	32	60	89	106	132	241
USGS	05543830	00060	155309	10	10	1964	2019	56	2019	408	1964	6.20	72	9.2	18	25	29	56	89	104	117	218
USGS	05543830	00060	155309	10	11	1964	2019	56	2019	397	1964	7.40	70	8.1	18	24	30	54	88	95	127	185
USGS	05543830	00060	155309	10	12	1964	2019	56	2019	369	1964	4.50	69	9.4	16	23	29	55	84	94	117	217
USGS	05543830	00060	155309	10	13	1964	2019	56	1987	331	1964	4.50	70	15	18	28	32	55	90	94	122	183
USGS	05543830	00060	155309	10	14	1964	2019	56	1987	307	1964	5.80	71	14	17	29	32	59	85	88	148	201
USGS	05543830	00060	155309	10	15	1964	2019	56	1987	282	1964	7.00	70	15	17	32	34	59	81	87	140	225
USGS	05543830	00060	155309	10	16	1964	2019	56	1987	264	1964	8.60	72	12	18	28	32	58	83	105	151	230
USGS	05543830	00060	155309	10	17	1964	2019	56	2017	316	1964	7.00	76	13	17	29	32	59	97	120	155	220
USGS	05543830	00060	155309	10	18	1964	2019	56	2017	285	1964	7.00	77	12	17	25	33	60	104	123	162	244
USGS	05543830	00060	155309	10	19	1964	2019	56	1982	311	1964	5.80	77	12	17	26	34	62	93	112	174	229
USGS	05543830	00060	155309	10	20	1964	2019	56	1982	284	1964	6.20	73	11	19	26	36	59	88	100	154	229
USGS	05543830	00060	155309	10	21	1964	2019	56	1982	248	1964	6.20	70	12	16	26	33	56	85	98	156	200
USGS	05543830	00060	155309	10	22	1964	2019	56	1982	240	1964	7.40	74	12	17	26	30	61	91	100	188	203
USGS	05543830	00060	155309	10	23	1964	2019	56	1973	295	1964	8.20	85	11	19	31	35	62	110	121	202	258
USGS	05543830	00060	155309	10	24	1964	2019	56	1973	363	1964	7.40	89	11	21	34	39	64	115	137	191	285
USGS	05543830	00060	155309	10	25	1964	2019	56	1973	378	1964	7.40	86	10	20	34	38	61	106	130	191	268
USGS	05543830	00060	155309	10	26	1964	2019	56	1973	361	1964	6.60	85	11	21	32	37	63	113	128	203	282
USGS	05543830	00060	155309	10	27	1964	2019	56	2017	395	1964	5.00	85	12	20	30	33	66	115	123	186	280
USGS	05543830	00060	155309	10	28	1964	2019	56	2017	362	1964	6.20	80	13	19	30	33	64	99	120	178	247
USGS	05543830	00060	155309	10	29	1964	2018	55	2017	304	1964	6.60	77	11	19	31	33	59	101	118	159	259
USGS	05543830	00060	155309	10	30	1964	2018	55	1992	278	1964	6.60	78	11	23	28	31	55	96	103	192	259
USGS	05543830	00060	155309	10	31	1964	2018	55	1992	262	1964	7.00	75	12	19	30	37	56	84	94	179	246
USGS	05543830	00060	155309	11	1	1964	2018	55	1985	306	1964	6.60	83	12	22	37	41	60	119	133	190	245
USGS	05543830	00060	155309	11	2	1964	2018	55	1985	389	1964	5.40	95	12	18	40	43	68	129	157	226	300
USGS	05543830	00060	155309	11	3	1964	2018	55	1986	382	1964	5.40	95	15	24	44	48	62	115	135	238	291
USGS	05543830	00060	155309	11	4	1964	2018	55	1986	341	1964	6.60	90	13	18	40	43	64	108	124	217	256
USGS	05543830	00060	155309	11	5	1964	2018	55	1985	328	1964	7.00	87	9.9	23	44	46	66	106	123	200	237
USGS	05543830	00060	155309	11	6	1964	2018	55	1985	306	1964	7.00	88	12	22	38	47	66	121	147	180	228
USGS	05543830	00060	155309	11	7	1964	2018	55	1985	270	1964	7.00	83	13	21	36	47	66	117	131	159	197
USGS	05543830	00060	155309	11	8	1964	2018	55	1985	234	1964	6.60	76	14	25	38	41	62	101	109	145	193
USGS	05543830	00060	155309	11	9	1964	2018	55	1986	241	1964	8.60	77	15	28	39	45	59	98	111	156	197
USGS	05543830	00060	155309	11	10	1964	2018	55	1986	281	1964	6.60	84	16	24	41	47	62	108	112	182	256
USGS	05543830	00060	155309	11	11	1964	2018	55	1999	312	1964	7.00	86	15	24	41	45	65	103	114	168	274
USGS	05543830	00060	155309	11	12	1964	2018	55	1986	288	1964	7.40	83	14	25	40	46	62	103	120	158	246
USGS	05543830	00060	155309	11	13	1964	2018	55	1986	314	1964	7.00	79	13	23	37	41	67	101	116	157	193
USGS	05543830	00060	155309	11	14	1964	2018	55	1986	336	1964	7.00	76	12	22	39	42	65	95	110	140	168
USGS	05543830	00060	155309	11	15	1964	2018	55	1986	327	1964	6.60	74	15	20	39	40	66	91	97	132	167
USGS	05543830	00060	155309	11	16	1964	2018	55	1986	336	1964	5.40	73	12	18	37	39	63	84	99	130	166
USGS	05543830	00060	155309	11	17	1964	2018	55	1986	340	1964	6.20	75	14	20	37	44	66	87	100	142	161
USGS	05543830	00060	155309	11	18	1964	2018	55	1986	398	1964	8.90	80	13	26	39	41	67	96	103	129	224
USGS	05543830	00060	155309	11	19	1964	2018	55	1986	459	1964	6.60	78	13	22	39	41	67	90	106	119	206
USGS	05543830	00060	155309	11	20	1964	2018	55	1986	462	1964	9.00	78	13	22	41	42	65	94	101	131	191
USGS	05543830	00060	155309	11	21	1964	2018	55	1986	432	1964	7.40	78	12	21	41	42	65	93	99	139	185
USGS	05543830	00060	155309	11	22	1964	2018	55	1986	389	1965	11.0	75	14	19	39	41	62	93	102	129	178
USGS	05543830	00060	155309	11	23	1964	2018	55	1986	335	1969	11.0	74	12	19	38	39	62	94	98	129	174
USGS	05543830	00060	155309	11	24	1964	2018	55	1986	288	1965	12.0	74	14	19	37	39	62	89	102	135	185
USGS	05543830	00060	155309	11	25	1964	2018	55	1986	260	1964	10.0	75	13	18	35	39	62	100	109	148	177
USGS	05543830	00060	155309	11	26	1964	2018	55	2010	256	1964	8.20	78	14	20	35	39	63	98	107	132	237
USGS	05543830	00060	155309	11	27	1964	2018	55	2016	482	1964	8.20	87	17	26	38	43	74	104	113	150	225
USGS	05543830	00060	155309	11	28	1964	2018	55	2016	508	1964	7.00	93	16	29	39	45	83	115	129	181	195
USGS	05543830	00060	155309	11	29	1964	2018	55	2016	423	1964	7.00	94	15	31	38	46	78	109	160	177	230
USGS	05543830	00060	155309	11	30	1964	2018	55	2016	377	1964	6.60	95	15	26	40	46	75	108	146	189	299
USGS	05543830	00060	155309	12	1	1964	2018	55	2016	423	1964	6.20	95	14	25	39	44	76	107	144	175	319
USGS	05543830	00060	155309	12	2	1964	2018	55	2016	421	1964	5.80	92	13	21	44	46	69	116	131	160	309
USGS	05543830	00060	155309	12	3	1964	2018	55	2016	396	1964	5.60	92	12	19	44	45	72	103	127	170	348
USGS	05543830	00060	155309	12	4	1964	2018	55	1983	392	1964	5.60	90	12	19	42	45	70	104	127	158	324
USGS	05543830	00060	155309	12	5	1964	2018	55	1983	410	1964	5.80	89	12	21	40	45	69	95	127	178	297
USGS	05543830	00060	155309	12	6	1964	2018	55	1983	426	1964	6.00	86	13	24	35	40	64	91	102	174	293
USGS	05543830	00060	155309	12	7	1964	2018	55	1983	408	1964	6.20	87	14	27	36	40	71	102	117	196	260
USGS	05543830	00060	155309	12	8	1964	2018	55	1983	358	1964	6.80	86	14	30	35	40	66	103	116	208	244
USGS	05543830	00060	155309	12	9	1964	2018	55	1983	300	1964	7.60	83	14	31	35	45	65	91	97	200	274
USGS	05543830	00060	155309	12	10	1964	2018	55	1992	290	1964	7.40	83	13	31	34	41	66	90	98	217	262
USGS	05543830	00060	155309	12	11	1964	2018	55	1992	270	1969	6.10	82	12	30	35	39	63	99	114	216	251
USGS	05543830	00060	155309	12	12	1964	2018	55	1992	302	1964	6.60	81	15	28	36	37	56	100	132	183	205
USGS	05543830	00060	155309	12	13	1964	2018	55	1992	355	1964	5.80	83	15	31	35	41	61	123	139	185	208
USGS	05543830	00060	155309	12	14	1964	2018	55	2016	423	1964	4.80	87	15	27	32	40	62	116	122	187	241
USGS	05543830	00060	155309	12	15	1964	2018	55	2016	511	1964	4.40	92	13	24	34	42	60	130	147	188	269
USGS	05543830	00060	155309	12	16	1964	2018	55	2016	464	1964	4.20	93	12	22	33	43	66	122	151	192	281
USGS	05543830	00060	155309	12	17	1964	2018	55	2016	401	1964	4.00	88	13	23	34	41	65	114	126	188	276
USGS	05543830	00060	155309	12	18	1964	2018	55	2016	360	1964	3.90	82	12	23	33	40	61	104	120	181	241
USGS	05543830	00060	155309	12	19	1964	2018	55	2016	321	1964	3.80	79	11	25	36	39	61	100	107	175	224
USGS	05543830	00060	155309	12	20	1964	2018	55	2016	282	1964	3.70	80	11	25	35	40	60	98	107	181	229
USGS	05543830	00060	155309	12	21	1964	2018	55	2013	342	1964	3.60	81	11	25	33	38	58	94	108	175	293
USGS	05543830	00060	155309	12	22	1964	2018	55	2016	298	1964	3.50	81	12	24	33	37	58	93	101	186	280
USGS	05543830	00060	155309	12	23	1964	2018	55	2007	447	1964	3.50	83	12	23	37	38	58	97	109	190	284
USGS	05543830	00060	155309	12	24	1964	2018	55	2007	454	1964	3.50	83	12	22	31	41	60	100	113	158	293
USGS	05543830	00060	155309	12	25	1964	2018	55	2007	366	1964	3.50	86	9.9	22	30	39	61	94	114	175	334
USGS	05543830	00060	155309	12	26	1964	2018	55	2010	462	1964	3.50	89	9.9	21	31	36	65	98	111	240	308
USGS	05543830	00060	155309	12	27	1964	2018	55	2010	427	1964	3.40	91	9.8	21	32	36	64	104	128	255	307
USGS	05543830	00060	155309	12	28	1964	2018	55	2009	463	1964	3.30	91	11	19	31	36	66	98	118	234	310
USGS	05543830	00060	155309	12	29	1964	2018	55	2009	515	1964	3.20	91	11	19	32	38	62	104	117	221	299
USGS	05543830	00060	155309	12	30	1964	2018	55	1985	474	1964	3.20	89	11	19	31	36	57	110	132	191	288
USGS	05543830	00060	155309	12	31	1964	2018	55	1973	471	1964	3.20	89	10	18	31	37	58	117	138	186	336

